# Parameters: bear_hp=420, hp_mult=1.35, def_add=20, boss_hp=2526, boss_def=200, sim_count=2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_id,result,reached_wave,boss_remaining_hp,total_kills,remaining_monsters,remaining_life,total_turns,total_towers_count,tier1_count,tier2_count,tier3_count,buff_add_Fire,buff_add_Ice,buff_add_Physics,buff_add_Electric,buff_mult_Fire,buff_mult_Ice,buff_mult_Physics,buff_mult_Electric,tile_0_status,tile_1_status,tile_2_status,tile_3_status,tile_4_status,tile_5_status,tile_6_status,tile_7_status,tile_8_status,tile_9_status,tile_10_status,tile_11_status,tile_12_status,tile_13_status,tile_14_status,tile_15_status,tile_16_status,tile_17_status,tile_18_status,tile_19_status,tile_20_status,tile_21_status,tile_22_status,tile_23_status,tile_24_status,tile_25_status,tile_26_status,tile_27_status,tile_28_status,tile_29_status,tile_30_status,tile_31_status,tile_32_status,tile_33_status,tile_34_status,tile_35_status
1152,LOSS,8,1394.7,35,18,0,63,26,8,10,8,0,30,60,0,0.0,0.6,0.0,0.0,EMPTY,TOW_03_T3(DMG:1204.0),TOW_01_T2(DMG:72.0),TOW_02_T3(DMG:151.0),EMPTY,TOW_03_T2(DMG:116.0),TOW_04_T1(DMG:28.8),TOW_02_T3(DMG:178.5),TOW_01_T2(DMG:72.0),EMPTY,TOW_01_T2(DMG:42.0),TOW_02_T2(DMG:96.0),EMPTY,EMPTY,TOW_01_T3(DMG:64.0),TOW_02_T3(DMG:178.5),TOW_01_T1(DMG:16.0),TOW_03_T2(DMG:116.0),EMPTY,EMPTY,TOW_01_T1(DMG:16.0),TOW_02_T2(DMG:111.0),TOW_01_T1(DMG:16.0),TOW_03_T3(DMG:684.0),TOW_04_T1(DMG:28.8),TOW_02_T2(DMG:96.0),TOW_01_T3(DMG:64.0),EMPTY,TOW_01_T2(DMG:32.0),EMPTY,TOW_04_T1(DMG:28.8),TOW_03_T1(DMG:84.0),TOW_01_T2(DMG:32.0),TOW_02_T3(DMG:178.5),TOW_01_T1(DMG:16.0),EMPTY
1153,LOSS,7,-1.0,34,21,0,60,29,11,9,9,0,0,0,30,0.0,0.0,0.2,0.2,EMPTY,TOW_03_T2(DMG:59.5),TOW_01_T2(DMG:30.0),TOW_02_T2(DMG:45.0),TOW_01_T3(DMG:60.0),EMPTY,TOW_04_T3(DMG:128.6),TOW_02_T1(DMG:22.5),TOW_01_T2(DMG:40.0),EMPTY,TOW_01_T2(DMG:40.0),TOW_02_T1(DMG:22.5),TOW_04_T2(DMG:86.1),TOW_03_T1(DMG:25.5),TOW_01_T3(DMG:60.0),TOW_02_T3(DMG:82.5),EMPTY,TOW_03_T3(DMG:630.5),EMPTY,TOW_02_T2(DMG:105.0),TOW_01_T1(DMG:15.0),TOW_02_T3(DMG:82.5),TOW_01_T1(DMG:15.0),TOW_03_T3(DMG:110.5),TOW_04_T2(DMG:86.1),TOW_02_T2(DMG:45.0),TOW_01_T1(DMG:15.0),EMPTY,TOW_01_T1(DMG:15.0),EMPTY,TOW_04_T1(DMG:60.6),TOW_03_T3(DMG:110.5),TOW_01_T3(DMG:80.0),TOW_02_T1(DMG:22.5),TOW_01_T1(DMG:15.0),TOW_03_T1(DMG:25.5)
1154,LOSS,8,2002.5,35,23,0,63,26,8,7,11,30,60,0,0,0.0,0.2,0.2,0.0,EMPTY,TOW_03_T1(DMG:27.0),TOW_01_T1(DMG:46.0),TOW_02_T1(DMG:87.0),TOW_01_T2(DMG:72.0),TOW_03_T2(DMG:63.0),TOW_04_T3(DMG:284.8),TOW_02_T3(DMG:159.0),EMPTY,EMPTY,TOW_01_T3(DMG:94.0),TOW_02_T2(DMG:129.0),TOW_04_T1(DMG:28.8),TOW_03_T2(DMG:63.0),TOW_01_T3(DMG:94.0),TOW_02_T1(DMG:87.0),TOW_01_T1(DMG:46.0),TOW_03_T3(DMG:637.0),EMPTY,EMPTY,TOW_01_T2(DMG:62.0),TOW_02_T3(DMG:159.0),TOW_01_T1(DMG:46.0),TOW_03_T2(DMG:63.0),EMPTY,EMPTY,TOW_01_T3(DMG:114.0),EMPTY,TOW_01_T3(DMG:94.0),TOW_02_T1(DMG:87.0),TOW_04_T3(DMG:284.8),EMPTY,TOW_01_T2(DMG:72.0),EMPTY,TOW_01_T3(DMG:94.0),TOW_03_T3(DMG:1157.0)
1155,LOSS,7,-1.0,33,19,0,57,28,13,8,7,0,0,0,0,0.0,0.2,0.0,0.8,EMPTY,TOW_03_T2(DMG:52.5),TOW_01_T1(DMG:15.0),EMPTY,TOW_01_T3(DMG:60.0),TOW_03_T2(DMG:52.5),TOW_04_T2(DMG:75.9),TOW_02_T1(DMG:25.5),TOW_01_T1(DMG:15.0),EMPTY,EMPTY,TOW_02_T2(DMG:51.0),TOW_04_T2(DMG:351.9),EMPTY,TOW_01_T3(DMG:60.0),TOW_02_T2(DMG:51.0),TOW_01_T1(DMG:15.0),TOW_03_T3(DMG:97.5),EMPTY,EMPTY,TOW_01_T3(DMG:140.0),TOW_02_T3(DMG:121.0),TOW_01_T3(DMG:60.0),TOW_03_T1(DMG:22.5),TOW_04_T1(DMG:41.4),TOW_02_T1(DMG:25.5),TOW_01_T2(DMG:40.0),EMPTY,TOW_01_T1(DMG:15.0),TOW_02_T3(DMG:121.0),TOW_04_T1(DMG:41.4),TOW_03_T1(DMG:22.5),TOW_01_T1(DMG:15.0),TOW_02_T1(DMG:25.5),TOW_01_T2(DMG:30.0),TOW_03_T1(DMG:22.5)
1156,LOSS,8,898.3,38,14,0,63,30,12,12,6,60,30,0,0,0.6,0.0,0.0,0.0,EMPTY,TOW_03_T2(DMG:54.2),TOW_01_T1(DMG:81.5),TOW_02_T3(DMG:115.2),TOW_01_T3(DMG:166.0),TOW_03_T1(DMG:23.2),TOW_04_T1(DMG:27.9),TOW_02_T1(DMG:53.2),TOW_01_T3(DMG:166.0),EMPTY,TOW_01_T2(DMG:113.0),TOW_02_T2(DMG:91.5),TOW_04_T1(DMG:27.9),TOW_03_T2(DMG:54.2),TOW_01_T1(DMG:81.5),TOW_02_T2(DMG:76.5),TOW_01_T1(DMG:81.5),TOW_03_T2(DMG:54.2),EMPTY,TOW_02_T2(DMG:136.5),TOW_01_T2(DMG:103.0),TOW_02_T1(DMG:53.2),EMPTY,TOW_03_T2(DMG:334.2),TOW_04_T3(DMG:89.9),TOW_02_T1(DMG:53.2),TOW_01_T2(DMG:103.0),EMPTY,TOW_01_T1(DMG:81.5),TOW_02_T3(DMG:115.2),TOW_04_T1(DMG:27.9),TOW_03_T2(DMG:54.2),TOW_01_T2(DMG:103.0),TOW_02_T3(DMG:115.2),TOW_01_T1(DMG:81.5),EMPTY
1157,LOSS,8,1440.3,36,12,0,61,24,6,9,9,30,0,90,0,0.4,0.0,0.6,0.0,EMPTY,TOW_03_T3(DMG:749.8),TOW_01_T2(DMG:69.0),TOW_02_T2(DMG:46.5),TOW_01_T1(DMG:49.5),TOW_03_T1(DMG:122.2),TOW_04_T2(DMG:51.1),TOW_02_T1(DMG:23.2),TOW_01_T2(DMG:69.0),EMPTY,TOW_01_T3(DMG:108.0),EMPTY,EMPTY,TOW_03_T2(DMG:165.2),EMPTY,TOW_02_T3(DMG:85.2),EMPTY,TOW_03_T3(DMG:229.8),EMPTY,TOW_02_T2(DMG:46.5),EMPTY,TOW_02_T1(DMG:23.2),TOW_01_T3(DMG:128.0),EMPTY,TOW_04_T3(DMG:89.9),TOW_02_T3(DMG:195.2),TOW_01_T1(DMG:49.5),EMPTY,EMPTY,TOW_02_T1(DMG:23.2),TOW_04_T2(DMG:51.1),TOW_03_T3(DMG:229.8),EMPTY,TOW_02_T3(DMG:85.2),TOW_01_T2(DMG:69.0),TOW_03_T2(DMG:165.2)
1158,LOSS,8,226.8,39,14,0,63,25,6,10,9,90,0,0,0,0.6,0.0,0.0,0.0,EMPTY,TOW_03_T1(DMG:24.0),TOW_01_T1(DMG:112.0),TOW_02_T2(DMG:63.0),TOW_01_T3(DMG:178.0),TOW_03_T2(DMG:56.0),TOW_04_T3(DMG:284.8),EMPTY,TOW_01_T2(DMG:174.0),EMPTY,TOW_01_T3(DMG:258.0),EMPTY,TOW_04_T2(DMG:52.8),EMPTY,TOW_01_T3(DMG:178.0),TOW_02_T2(DMG:63.0),TOW_01_T2(DMG:144.0),TOW_03_T1(DMG:24.0),EMPTY,TOW_02_T1(DMG:24.0),TOW_01_T2(DMG:134.0),TOW_02_T1(DMG:24.0),TOW_01_T3(DMG:198.0),TOW_03_T1(DMG:24.0),TOW_04_T3(DMG:284.8),TOW_02_T2(DMG:48.0),TOW_01_T3(DMG:178.0),EMPTY,EMPTY,EMPTY,TOW_04_T3(DMG:92.8),EMPTY,TOW_01_T3(DMG:198.0),TOW_02_T2(DMG:63.0),EMPTY,TOW_03_T2(DMG:56.0)
1159,LOSS,7,-1.0,32,21,0,58,28,14,8,6,60,0,30,0,0.0,0.2,0.4,0.0,EMPTY,EMPTY,TOW_01_T1(DMG:75.5),EMPTY,TOW_01_T1(DMG:75.5),TOW_03_T2(DMG:98.2),TOW_04_T3(DMG:89.9),TOW_02_T2(DMG:52.5),TOW_01_T1(DMG:75.5),EMPTY,TOW_01_T2(DMG:131.0),EMPTY,TOW_04_T2(DMG:51.1),TOW_03_T2(DMG:98.2),TOW_01_T1(DMG:75.5),TOW_02_T1(DMG:26.2),TOW_01_T3(DMG:122.0),TOW_03_T2(DMG:98.2),EMPTY,TOW_02_T1(DMG:26.2),TOW_01_T2(DMG:91.0),TOW_02_T1(DMG:26.2),TOW_01_T1(DMG:75.5),TOW_03_T3(DMG:676.8),TOW_04_T1(DMG:27.9),TOW_02_T1(DMG:26.2),TOW_01_T3(DMG:122.0),EMPTY,TOW_01_T2(DMG:101.0),TOW_02_T1(DMG:26.2),TOW_04_T1(DMG:27.9),TOW_03_T3(DMG:156.8),TOW_01_T1(DMG:75.5),EMPTY,TOW_01_T1(DMG:75.5),TOW_03_T3(DMG:676.8)
1160,LOSS,8,1354.0,36,13,0,60,28,6,19,3,30,0,0,0,0.0,0.2,0.4,0.0,EMPTY,TOW_03_T1(DMG:29.3),TOW_01_T2(DMG:61.0),TOW_02_T2(DMG:52.5),TOW_01_T2(DMG:61.0),TOW_03_T2(DMG:348.3),EMPTY,TOW_02_T2(DMG:52.5),TOW_01_T2(DMG:61.0),EMPTY,TOW_01_T2(DMG:61.0),TOW_02_T1(DMG:26.2),TOW_04_T2(DMG:51.1),TOW_03_T3(DMG:126.8),TOW_01_T2(DMG:61.0),TOW_02_T2(DMG:52.5),TOW_01_T1(DMG:45.5),TOW_03_T2(DMG:68.2),EMPTY,TOW_02_T2(DMG:112.5),TOW_01_T2(DMG:61.0),TOW_02_T1(DMG:26.2),TOW_01_T3(DMG:112.0),TOW_03_T2(DMG:68.2),TOW_04_T2(DMG:51.1),EMPTY,TOW_01_T2(DMG:61.0),EMPTY,TOW_01_T1(DMG:45.5),TOW_02_T2(DMG:112.5),TOW_04_T3(DMG:89.9),EMPTY,TOW_01_T2(DMG:61.0),TOW_02_T1(DMG:26.2),TOW_01_T2(DMG:61.0),EMPTY
1161,WIN,8,0.0,39,13,5,61,25,8,8,9,30,30,30,0,0.6,0.0,0.0,0.0,EMPTY,TOW_03_T3(DMG:130.8),EMPTY,TOW_02_T3(DMG:115.2),EMPTY,TOW_03_T3(DMG:130.8),TOW_04_T2(DMG:51.1),TOW_02_T1(DMG:53.2),EMPTY,EMPTY,TOW_01_T3(DMG:116.0),TOW_02_T1(DMG:53.2),EMPTY,TOW_03_T1(DMG:53.2),TOW_01_T3(DMG:116.0),TOW_02_T2(DMG:76.5),TOW_01_T3(DMG:116.0),TOW_03_T1(DMG:53.2),EMPTY,EMPTY,EMPTY,TOW_02_T1(DMG:53.2),TOW_01_T3(DMG:136.0),TOW_03_T1(DMG:53.2),TOW_04_T3(DMG:89.9),TOW_02_T1(DMG:53.2),TOW_01_T1(DMG:51.5),EMPTY,TOW_01_T2(DMG:73.0),TOW_02_T3(DMG:115.2),TOW_04_T2(DMG:237.2),TOW_03_T2(DMG:84.2),TOW_01_T2(DMG:73.0),TOW_02_T2(DMG:136.5),TOW_01_T2(DMG:113.0),EMPTY
1162,LOSS,7,-1.0,34,23,0,62,27,9,11,7,0,90,0,0,0.0,0.6,0.0,0.0,EMPTY,TOW_03_T1(DMG:23.2),TOW_01_T1(DMG:15.5),EMPTY,TOW_01_T2(DMG:31.0),TOW_03_T2(DMG:54.2),TOW_04_T3(DMG:275.9),TOW_02_T2(DMG:154.5),TOW_01_T3(DMG:62.0),EMPTY,TOW_01_T1(DMG:15.5),TOW_02_T1(DMG:122.2),TOW_04_T2(DMG:51.1),TOW_03_T3(DMG:100.8),TOW_01_T2(DMG:31.0),TOW_02_T2(DMG:214.5),TOW_01_T2(DMG:31.0),EMPTY,EMPTY,TOW_02_T3(DMG:235.8),TOW_01_T3(DMG:62.0),TOW_02_T1(DMG:122.2),TOW_01_T1(DMG:15.5),TOW_03_T2(DMG:54.2),TOW_04_T1(DMG:27.9),TOW_02_T3(DMG:318.2),EMPTY,EMPTY,EMPTY,EMPTY,TOW_04_T2(DMG:51.1),TOW_03_T1(DMG:23.2),TOW_01_T2(DMG:71.0),TOW_02_T3(DMG:208.2),TOW_01_T2(DMG:71.0),TOW_03_T1(DMG:23.2)
1163,WIN,8,0.0,38,14,2,64,26,5,10,11,0,30,0,0,0.0,0.2,0.4,0.0,EMPTY,TOW_03_T2(DMG:68.2),TOW_01_T2(DMG:31.0),TOW_02_T2(DMG:82.5),TOW_01_T3(DMG:82.0),TOW_03_T3(DMG:126.8),EMPTY,TOW_02_T3(DMG:153.8),TOW_01_T1(DMG:15.5),EMPTY,TOW_01_T2(DMG:31.0),TOW_02_T1(DMG:56.2),TOW_04_T2(DMG:51.1),TOW_03_T2(DMG:68.2),TOW_01_T3(DMG:62.0),TOW_02_T3(DMG:126.2),EMPTY,TOW_03_T2(DMG:68.2),EMPTY,TOW_02_T3(DMG:126.2),EMPTY,TOW_02_T2(DMG:82.5),TOW_01_T1(DMG:15.5),TOW_03_T1(DMG:29.3),TOW_04_T3(DMG:89.9),TOW_02_T3(DMG:126.2),EMPTY,EMPTY,TOW_01_T1(DMG:15.5),EMPTY,TOW_04_T2(DMG:51.1),TOW_03_T3(DMG:646.8),TOW_01_T3(DMG:62.0),EMPTY,TOW_01_T2(DMG:71.0),TOW_03_T3(DMG:646.8)
1164,LOSS,8,1453.8,36,10,0,56,26,10,12,4,30,0,0,0,0.4,0.4,0.0,0.0,EMPTY,TOW_03_T1(DMG:22.5),TOW_01_T3(DMG:106.0),TOW_02_T2(DMG:57.0),EMPTY,TOW_03_T1(DMG:22.5),TOW_04_T3(DMG:87.0),TOW_02_T2(DMG:57.0),TOW_01_T1(DMG:49.0),EMPTY,TOW_01_T2(DMG:68.0),TOW_02_T2(DMG:57.0),EMPTY,TOW_03_T2(DMG:52.5),TOW_01_T3(DMG:106.0),EMPTY,EMPTY,TOW_03_T2(DMG:52.5),EMPTY,TOW_02_T1(DMG:28.5),TOW_01_T2(DMG:78.0),TOW_02_T1(DMG:28.5),TOW_01_T2(DMG:68.0),TOW_03_T2(DMG:52.5),TOW_04_T2(DMG:49.5),TOW_02_T1(DMG:28.5),TOW_01_T2(DMG:78.0),EMPTY,TOW_01_T2(DMG:108.0),TOW_02_T1(DMG:28.5),TOW_04_T1(DMG:27.0),TOW_03_T1(DMG:22.5),EMPTY,TOW_02_T1(DMG:28.5),TOW_01_T3(DMG:106.0),EMPTY
1165,LOSS,8,639.0,37,15,0,63,26,9,7,10,60,60,30,0,0.6,0.2,0.0,0.0,EMPTY,TOW_03_T3(DMG:130.8),TOW_01_T1(DMG:81.5),EMPTY,TOW_01_T1(DMG:81.5),TOW_03_T3(DMG:130.8),TOW_04_T2(DMG:51.1),EMPTY,TOW_01_T3(DMG:146.0),EMPTY,EMPTY,TOW_02_T3(DMG:156.2),TOW_04_T2(DMG:51.1),TOW_03_T1(DMG:53.2),TOW_01_T3(DMG:146.0),TOW_02_T2(DMG:112.5),TOW_01_T3(DMG:146.0),TOW_03_T1(DMG:53.2),EMPTY,TOW_02_T3(DMG:156.2),TOW_01_T1(DMG:81.5),EMPTY,EMPTY,TOW_03_T2(DMG:84.2),TOW_04_T3(DMG:89.9),TOW_02_T1(DMG:86.2),TOW_01_T1(DMG:81.5),EMPTY,TOW_01_T2(DMG:103.0),TOW_02_T2(DMG:112.5),TOW_04_T2(DMG:51.1),EMPTY,TOW_01_T1(DMG:81.5),TOW_02_T3(DMG:156.2),TOW_01_T3(DMG:146.0),TOW_03_T1(DMG:53.2)
1166,LOSS,8,130.5,40,11,0,62,27,10,5,12,90,0,0,0,0.4,0.0,0.0,0.0,EMPTY,TOW_03_T1(DMG:24.0),TOW_01_T1(DMG:110.0),TOW_02_T3(DMG:88.0),TOW_01_T2(DMG:130.0),TOW_03_T1(DMG:24.0),TOW_04_T2(DMG:52.8),TOW_02_T2(DMG:63.0),TOW_01_T1(DMG:110.0),EMPTY,TOW_01_T3(DMG:190.0),EMPTY,TOW_04_T1(DMG:28.8),TOW_03_T3(DMG:624.0),EMPTY,EMPTY,TOW_01_T3(DMG:170.0),TOW_03_T3(DMG:104.0),EMPTY,TOW_02_T3(DMG:198.0),TOW_01_T3(DMG:250.0),TOW_02_T1(DMG:24.0),TOW_01_T1(DMG:110.0),EMPTY,TOW_04_T3(DMG:92.8),TOW_02_T1(DMG:24.0),TOW_01_T2(DMG:140.0),EMPTY,TOW_01_T3(DMG:170.0),TOW_02_T1(DMG:24.0),TOW_04_T3(DMG:92.8),TOW_03_T2(DMG:336.0),EMPTY,TOW_02_T1(DMG:24.0),TOW_01_T3(DMG:190.0),TOW_03_T3(DMG:104.0)
1167,LOSS,8,891.6,41,12,0,65,28,15,3,10,90,90,0,0,0.6,0.0,0.0,0.2,EMPTY,TOW_03_T1(DMG:23.2),TOW_01_T3(DMG:256.0),TOW_02_T1(DMG:113.2),TOW_01_T1(DMG:111.5),TOW_03_T2(DMG:54.2),TOW_04_T1(DMG:31.5),TOW_02_T2(DMG:136.5),TOW_01_T3(DMG:176.0),EMPTY,TOW_01_T3(DMG:176.0),EMPTY,TOW_04_T1(DMG:31.5),TOW_03_T1(DMG:23.2),TOW_01_T1(DMG:111.5),TOW_02_T3(DMG:175.2),TOW_01_T1(DMG:111.5),TOW_03_T3(DMG:100.8),EMPTY,TOW_02_T1(DMG:113.2),EMPTY,TOW_02_T3(DMG:175.2),TOW_01_T1(DMG:111.5),TOW_03_T1(DMG:23.2),TOW_04_T3(DMG:311.5),TOW_02_T1(DMG:113.2),TOW_01_T3(DMG:176.0),EMPTY,EMPTY,TOW_02_T3(DMG:285.2),TOW_04_T1(DMG:31.5),TOW_03_T2(DMG:54.2),TOW_01_T1(DMG:111.5),EMPTY,TOW_01_T3(DMG:176.0),TOW_03_T1(DMG:23.2)
1168,LOSS,8,882.6,39,13,0,62,28,10,11,7,60,30,0,0,0.8,0.0,0.0,0.0,EMPTY,TOW_03_T2(DMG:54.2),TOW_01_T2(DMG:107.0),TOW_02_T1(DMG:53.2),TOW_01_T2(DMG:117.0),TOW_03_T1(DMG:23.2),TOW_04_T1(DMG:27.9),TOW_02_T3(DMG:142.8),TOW_01_T3(DMG:154.0),EMPTY,TOW_01_T2(DMG:107.0),TOW_02_T1(DMG:53.2),TOW_04_T2(DMG:51.1),EMPTY,EMPTY,TOW_02_T1(DMG:53.2),TOW_01_T3(DMG:154.0),TOW_03_T3(DMG:100.8),EMPTY,TOW_02_T1(DMG:53.2),TOW_01_T2(DMG:117.0),TOW_02_T3(DMG:115.2),EMPTY,TOW_03_T2(DMG:334.2),TOW_04_T1(DMG:27.9),TOW_02_T1(DMG:53.2),TOW_01_T2(DMG:147.0),EMPTY,TOW_01_T3(DMG:154.0),TOW_02_T1(DMG:53.2),EMPTY,TOW_03_T1(DMG:23.2),TOW_01_T2(DMG:107.0),TOW_02_T3(DMG:115.2),TOW_01_T2(DMG:107.0),TOW_03_T2(DMG:54.2)
1169,LOSS,8,1391.2,35,21,0,62,25,4,12,9,30,30,30,0,0.0,0.2,0.2,0.0,EMPTY,TOW_03_T1(DMG:56.2),EMPTY,EMPTY,TOW_01_T3(DMG:112.0),TOW_03_T3(DMG:663.8),TOW_04_T1(DMG:27.9),TOW_02_T3(DMG:126.2),EMPTY,EMPTY,TOW_01_T2(DMG:71.0),TOW_02_T2(DMG:82.5),EMPTY,TOW_03_T2(DMG:91.2),TOW_01_T3(DMG:112.0),TOW_02_T3(DMG:126.2),TOW_01_T2(DMG:61.0),TOW_03_T1(DMG:56.2),EMPTY,TOW_02_T2(DMG:82.5),TOW_01_T3(DMG:172.0),TOW_02_T2(DMG:82.5),TOW_01_T2(DMG:61.0),TOW_03_T3(DMG:143.8),EMPTY,EMPTY,TOW_01_T2(DMG:61.0),EMPTY,TOW_01_T2(DMG:61.0),TOW_02_T3(DMG:126.2),TOW_04_T2(DMG:51.1),EMPTY,TOW_01_T1(DMG:45.5),TOW_02_T2(DMG:82.5),TOW_01_T2(DMG:61.0),TOW_03_T3(DMG:663.8)
1170,LOSS,8,1399.4,36,13,0,58,26,8,14,4,0,60,0,0,0.4,0.4,0.0,0.0,EMPTY,EMPTY,TOW_01_T2(DMG:39.0),EMPTY,TOW_01_T2(DMG:79.0),TOW_03_T2(DMG:334.2),TOW_04_T1(DMG:27.9),TOW_02_T1(DMG:89.2),TOW_01_T1(DMG:19.5),EMPTY,EMPTY,TOW_02_T3(DMG:194.7),TOW_04_T2(DMG:51.1),EMPTY,TOW_01_T2(DMG:79.0),TOW_02_T2(DMG:133.5),TOW_01_T3(DMG:158.0),TOW_03_T2(DMG:54.2),EMPTY,TOW_02_T1(DMG:89.2),TOW_01_T2(DMG:39.0),TOW_02_T2(DMG:118.5),TOW_01_T2(DMG:39.0),TOW_03_T2(DMG:334.2),TOW_04_T3(DMG:89.9),EMPTY,TOW_01_T2(DMG:39.0),EMPTY,TOW_01_T1(DMG:19.5),TOW_02_T1(DMG:89.2),EMPTY,TOW_03_T2(DMG:54.2),TOW_01_T1(DMG:19.5),TOW_02_T3(DMG:194.7),TOW_01_T2(DMG:39.0),TOW_03_T1(DMG:23.2)
1171,LOSS,7,-1.0,34,22,0,61,30,13,9,8,0,0,30,30,0.0,0.2,0.0,0.0,EMPTY,TOW_03_T3(DMG:650.8),TOW_01_T2(DMG:31.0),TOW_02_T3(DMG:96.2),TOW_01_T1(DMG:15.5),TOW_03_T1(DMG:53.2),TOW_04_T3(DMG:119.9),TOW_02_T1(DMG:26.2),TOW_01_T2(DMG:71.0),EMPTY,TOW_01_T1(DMG:15.5),TOW_02_T2(DMG:52.5),TOW_04_T3(DMG:119.9),TOW_03_T2(DMG:84.2),TOW_01_T1(DMG:15.5),TOW_02_T2(DMG:52.5),TOW_01_T1(DMG:15.5),TOW_03_T1(DMG:53.2),EMPTY,TOW_02_T2(DMG:112.5),TOW_01_T1(DMG:15.5),TOW_02_T1(DMG:26.2),TOW_01_T3(DMG:62.0),TOW_03_T1(DMG:53.2),TOW_04_T1(DMG:57.9),TOW_02_T3(DMG:206.2),TOW_01_T2(DMG:31.0),EMPTY,TOW_01_T2(DMG:31.0),TOW_02_T2(DMG:112.5),EMPTY,TOW_03_T3(DMG:130.8),EMPTY,TOW_02_T1(DMG:26.2),TOW_01_T3(DMG:62.0),TOW_03_T1(DMG:53.2)
1172,LOSS,8,1541.5,36,11,0,57,26,7,13,6,0,0,0,30,0.0,0.4,0.0,0.2,EMPTY,EMPTY,TOW_01_T1(DMG:15.5),TOW_02_T2(DMG:58.5),TOW_01_T3(DMG:62.0),EMPTY,TOW_04_T3(DMG:131.5),TOW_02_T2(DMG:73.5),TOW_01_T1(DMG:15.5),EMPTY,TOW_01_T2(DMG:71.0),TOW_02_T2(DMG:58.5),TOW_04_T1(DMG:61.5),EMPTY,TOW_01_T1(DMG:15.5),TOW_02_T3(DMG:107.3),TOW_01_T1(DMG:15.5),TOW_03_T3(DMG:100.8),EMPTY,TOW_02_T3(DMG:134.7),EMPTY,TOW_02_T2(DMG:58.5),TOW_01_T1(DMG:15.5),EMPTY,TOW_04_T2(DMG:87.8),TOW_02_T3(DMG:107.3),TOW_01_T2(DMG:31.0),EMPTY,TOW_01_T1(DMG:15.5),EMPTY,TOW_04_T2(DMG:297.8),TOW_03_T2(DMG:54.2),TOW_01_T2(DMG:41.0),TOW_02_T2(DMG:58.5),TOW_01_T2(DMG:41.0),TOW_03_T2(DMG:54.2)
1173,LOSS,8,77.3,39,10,0,60,26,7,12,7,30,0,60,30,0.0,0.0,0.2,0.4,EMPTY,EMPTY,TOW_01_T1(DMG:46.0),TOW_02_T2(DMG:63.0),TOW_01_T1(DMG:46.0),TOW_03_T3(DMG:177.0),TOW_04_T2(DMG:336.0),EMPTY,TOW_01_T2(DMG:62.0),EMPTY,TOW_01_T2(DMG:102.0),TOW_02_T1(DMG:24.0),TOW_04_T3(DMG:146.0),TOW_03_T1(DMG:87.0),TOW_01_T2(DMG:102.0),EMPTY,TOW_01_T3(DMG:94.0),TOW_03_T2(DMG:123.0),EMPTY,EMPTY,TOW_01_T3(DMG:94.0),TOW_02_T3(DMG:88.0),TOW_01_T1(DMG:46.0),TOW_03_T2(DMG:403.0),TOW_04_T3(DMG:146.0),TOW_02_T1(DMG:24.0),EMPTY,EMPTY,TOW_01_T1(DMG:46.0),TOW_02_T2(DMG:108.0),TOW_04_T2(DMG:96.0),TOW_03_T3(DMG:177.0),EMPTY,TOW_02_T2(DMG:48.0),TOW_01_T2(DMG:62.0),TOW_03_T2(DMG:123.0)
1174,LOSS,8,1826.7,35,20,0,61,27,10,11,6,60,30,90,30,0.4,0.0,0.4,0.0,EMPTY,TOW_03_T2(DMG:438.3),TOW_01_T3(DMG:218.0),TOW_02_T2(DMG:91.5),EMPTY,TOW_03_T1(DMG:119.2),TOW_04_T3(DMG:119.9),TOW_02_T1(DMG:53.2),TOW_01_T2(DMG:139.0),EMPTY,EMPTY,TOW_02_T1(DMG:53.2),TOW_04_T3(DMG:119.9),TOW_03_T2(DMG:158.2),TOW_01_T2(DMG:109.0),EMPTY,EMPTY,TOW_03_T3(DMG:216.8),EMPTY,EMPTY,TOW_01_T2(DMG:99.0),TOW_02_T3(DMG:115.2),TOW_01_T1(DMG:79.5),TOW_03_T2(DMG:158.2),TOW_04_T2(DMG:81.2),TOW_02_T1(DMG:53.2),TOW_01_T1(DMG:79.5),EMPTY,TOW_01_T2(DMG:99.0),TOW_02_T2(DMG:76.5),TOW_04_T1(DMG:57.9),TOW_03_T3(DMG:216.8),TOW_01_T2(DMG:99.0),TOW_02_T1(DMG:53.2),TOW_01_T1(DMG:79.5),TOW_03_T1(DMG:119.2)
